Titulo,Autor,Genero,Descripcion
La Revolución mexicana,['Alan Knight'],"['Ensayo', 'Historia']","Alan Knight ha escrito en estas páginas una de las más completas historias sobre la etapa armada de La Revolución mexicana. Recurriendo a fuentes primarias y secundarias, Knight narra analíticamente ese periodo del movimiento armado, para lo cual toma en cuenta las variantes regionales, los distintos niveles de la política y la diplomacia e incluso otras revoluciones del mundo para compararlas con esta rebelión fundamental en la construcción del México actual. Knight destaca el hecho de que la sociedad urbana y los altos círculos intelectuales se unieron a la rebelión popular y examina la actuación esencial de Villa y Zapata en ella. Además aborda la división del movimiento y el triunfo definitivo de Carranza, y reflexiona con detenimiento sobre los resultados del gran movimiento social que constituyó la Revolución mexicana.Imprescindible en la historiografía mexicana, la obra se ha enriquecido con la cuidadosa revisión de la traducción por el autor.«La obra de Knight es la más importante historia general de la Revolución mexicana. Puede decirse que es un libro ya clásico sobre el tema» (Javier Garciadiego)"
Lévi-Strauss,['Delio Salottolo'],"['Divulgación', 'Filosofía', 'Sociología']","Claude Lévi-Strauss (1908-2009) fue uno de los intelectuales contemporáneos más influyentes, y no solo en su campo —la antropología—, sino en el conjunto del saber de la segunda mitad del siglo XX. Tristes trópicos (1955), su obra señera, transformó la etnología y la antropología, pero también incidió decisivamente en otros ámbitos con su método de estudio de las estructuras subyacentes a todos los fenómenos humanos. Tras sus investigaciones en Brasil, Lévi-Strauss elaboró obras de carácter teórico que abrieron una nueva concepción del hombre, de sus relaciones sociales y de su capacidad de producir «significado». En ellas, el «salvaje» no parece tan lejano y el civilizado descubre algo de sí mismo observando al «primitivo»; un espejo que conduce al respeto hacia el Otro. Toda la corriente estructuralista, que tanto peso ha tenido en las disciplinas lingüísticas y humanísticas, se ha nutrido de las ideas de Lévi-Strauss."
Para el lobo,['Hannah Whitten'],"['Fantástico', 'Novela']","La primera hija está destinada a heredar el trono. Pero Redaris, la segunda hija, está condenada: deben sacrificarla al Lobo del bosque.Sin embargo, las leyendas mienten: el lobo es un hombre, no un monstruo. Y el poder que posee Redaris no es ninguna maldición, como siempre le han hecho creer. En realidad, podría ser su mejor baza para sobrevivir a la amenaza que se cierne sobre el Bosque Salvaje."
El muro,['Adrian Goldsworthy'],"['Histórico', 'Novela']","117 d. C. Britania. El centurión Flavio Ferox está tratando de vivir, por fin, de forma tranquila, supervisando las propiedades de su esposa, la reina de los brigantes, y controlando el impulso de asesinar a un vecino molesto…, hasta que alguien lo hace por él.Empujado de nuevo a una vida de violencia, pronto se encuentra persiguiendo asaltantes, luchando contra jefes guerreros y negociando con reyes tribales. Bajo el mando del nuevo emperador, Adriano, el mundo entero parece estar cambiando: los antiguos amigos ahora son enemigos, los enemigos afirman ser amigos y nuevas y mortales amenazas acechan en las sombras.Cuando el propio Adriano llega a Britania para inspeccionar la construcción de su gran muro, la guerra estalla súbitamente. Ferox es el único que puede salvar al emperador, pero con su familia y su propia vida en peligro, primero debe decidir de qué lado está."
Satélites que orbitan planetas desiertos,['María Sotelo'],"['Novela', 'Romántico']","Satélite:Cuerpo celeste opaco que solo brilla por la luz reflejada del Sol y gira alrededor de un planeta.Persona o cosa que depende de otra y está sometida a su influencia.Os contaré un secreto. En ocasiones, orbitamos el planeta equivocado. Yo también lo hice hasta que la vida se encargó de abrirme los ojos para que pudiera enmendar mi error. Aunque quizás no escogió la mejor manera de hacerlo. Y mucho menos el mejor día. Supongo que el universo tiene sus propios planes, aunque, a veces, no nos gusten.Y ya que hablamos de errores, confesaré que asistir a la boda de mi exmarido y la mujer con la que me puso los cuernos va a ser el siguiente que cometa. ¿Cómo he acabado en esa situación? Buena pregunta. Me encantaría culpar al cosmos, pero me temo que, en esta ocasión, la culpa es mía.Aunque no toda."
Quiero bailar slow with you tonight,['María Sotelo'],"['Novela', 'Romántico']","Si alguien me hubiera contado cómo iba a cambiar mi vida en tan poco tiempo, es muy posible que me hubiera reído, pero no. La realidad es que gracia, lo que se dice gracia, no me hizo ninguna. A ti tampoco te la haría si hubieras descubierto que tu marido te ponía los cuernos de la manera en la que lo hice yo. Bueno, yo y toda la plantilla de Urgencias del hospital en el que trabajo.Tampoco me reí cuando tuve que volver con el rabo entre las piernas y la maleta en la mano a casa de mi madre. La parte positiva fue que aquella regresión a la adolescencia me ahorró la temida crisis de los treinta. Bastante crisis tenía yo encima.Tampoco me reí cuando después del trigésimo quinto chupito de tequila, vale, igual no fueron tantos, acabé contándole mis dramas al dueño de un local muy cuco, el local, no el dueño; decir que Álex es cuco no le haría justicia al muchacho.A los que sí les hizo mucha gracia este incidente fue a mis amigos, Alba y Jorge. Lo que no sabían en aquel momento es que el karma también los había incluido en sus planes.Pero eso mejor os lo cuentan ellos.Todas las historias del mundo tienen banda sonora y esta es la mía."
Allí donde se queman libros : la violencia política contra las librerías (1962-2018),"['Gaizka Fernández Soldevilla', 'Juan Francisco López Pérez']","['Ensayo', 'Historia', 'Política']","En la fría madrugada del 15 de febrero de 1976 un joven se situó frente al escaparate de la librería El Parnasillo (Pamplona). Observó las obras que había expuestas, pero no tenía intención ni de comprarlas ni mucho menos de leerlas. Rompió el cristal, manchó los libros de pintura, los roció con líquido inflamable y luego les prendió fuego, igual que los nazis habían hecho en la Opernplatz de Berlín cuarenta y tres años antes. El que acababa de sufrir El Parnasillo no fue una rareza, sino uno de los cientos de atentados de los que han sido objeto librerías, ferias del libro, quioscos, editoriales y distribuidoras en España entre 1962 y 2018. Aquella bibliofobia violenta llevaba la firma de la ultraderecha, que se había reactivado durante la crisis terminal de la dictadura franquista, y en menor medida de ETA y su entorno juvenil. Por estas páginas desfilan radicales de toda índole que se dedicaron a odiar, amenazar, pintar, asaltar, destruir, disparar y quemar libros y librerías, así como salas de cine y otras manifestaciones culturales. Sin embargo, el presente trabajo no está dedicado a ellos, sino a los letraheridos, es decir, a quienes amaban y aman los escritores, lectores, editores, distribuidores, reseñadores, traductores, periodistas y, muy especialmente, libreros."
Adam Haberberg,['Yasmina Reza'],"['Novela', 'Otros']","Yasmina Reza traza un retrato inclemente de un escritor desalentado, de un hombre en plena crisis de la mediana edad. Adam Haberberg es un escritor parisino. Tiene 47 años y las cosas no le van muy bien; está perdiendo la visión del ojo izquierdo, su nuevo libro es un fiasco, su matrimonio se tambalea y su vida familiar es un desastre. El peso del mundo lo aplasta mientras, sentado en un banco, contempla a los avestruces del zoo del Jardin des Plantes. Sin embargo, hace su aparición un fantasma del Marie-Thérèse Lyoc, una antigua compañera de los tiempos del instituto. Él, la verdad, apenas la recuerda, pero ella sí se acuerda de él y en cuanto empieza a hablar no hay quien la detenga. Acaba invitándolo a cenar en su apartamento en un remoto suburbio parisino. Él acepta y tendrá que escuchar las inacabables peripecias vitales de esta mujer surgida del pasado, lo cual no hará sino acrecentar su desesperación y su megalomanía..."
Cabrones,"['David J. Skinner', 'Óscar Fernández Camporro', 'Rafael Estrada', 'Varios Autores']","['Intriga', 'Novela']","En ese jodido día de perros todo tenía que estar relacionado, porque las casualidades no existen... Estrada, Camporro y Skinner nos ponen tras los pasos de tres peculiares y violentos personajes, David, Rafa y Óscar. Durante el mismo día, en la misma ciudad, sus pasos se cruzarán mientras dejan tras de sí un reguero de muerte del que no podrán salir indemnes. ¿O tal vez sí?"
El mundo inconmensurable,['William Atkins'],"['Ciencias sociales', 'Crónica', 'Geografía', 'Política', 'Viajes']","Una travesía por ocho desiertos de los cinco continentes donde el autor recupera la historia de esos lugares áridos e inhóspitos.«Un relato de viajes delicioso y refrescante [...]. A un mundo empequeñecido por Google Earth, Atkins le recuerda que el verdadero descubrimiento sigue siendo no solo posible, sino también estimulante [...]. Atkins ha logrado esa rara hazaña: ver el mundo a través de un grano de arena».Oliver Balch, Financial TimesUna tercera parte de la superficie terrestre está ocupada por desiertos, lugares inhóspitos y desolados que han cautivado a la humanidad desde el comienzo de la Historia. Desde los profetas de la Biblia hasta Marco Polo, desde Lawrence de Arabia hasta Gertrude Bell, los viajeros han encontrado en estas áridas extensiones lugares malditos que debían evitarse, o cruzarse lo más rápido posible. Pero para aquellos que han hecho de los desiertos su hogar, el «espantoso vacío» descrito por los exploradores es rico en recursos y significado.William Atkins decidió emprender una travesía por ocho grandes desiertos de cinco continentes: su viaje le llevó del Cuarto Vacío de Arabia Saudí a los lugares donde se llevan a cabo pruebas nucleares en Australia, del desecado mar de Aral en Kazajistán a las volátiles dunas del noroeste de China, de las disputadas fronteras del desierto de Sonora al desenfrenado festival Burning Man en el Black Rock de Nevada o a los monasterios ancestrales del desierto Oriental de Egipto. Atkins pone luz sobre las gentes, la historia, la topografía y el simbolismo de estos lugares extraordinarios (y a menudo conflictivos) en una obra que, galardonada con el Stanford Dolman Writing Award, está destinada a convertirse en un clásico de la literatura de viajes."
El triunfador,['Torcuato Luca de Tena'],"['Drama', 'Teatro']","Esta comedia dramática, en dos actos, de Torcuato Luca de Tena, nos relata la historia de un «triunfador» (Tomás) que logra estrenar las obras de teatro de una mujer con su propio nombre. Y cuando ella (Adelaida) se decide a probar fortuna en el teatro con su propio nombre, obtiene un clamoroso éxito. Ello la impulsa a pedir a Tomás que le devuelva sus obras y que confiese no ser el autor de las mismas. Al verse amenazado, él, a la desesperada, la asesina en el preciso instante en que finaliza la representación en medio de grandes aplausos del público, que reclama insistentemente la presencia de la autora."
Bichos,['Miguel Torga'],"['Otros', 'Relato']","Sumándose a la riquísima tradición de los bestiarios medievales, Miguel Torga nos propone en los catorce relatos que integran Bichos una reflexión sobre la condición humana y nuestro sitio en el mundo.Partiendo, como es frecuente en él, de los mitos agrarios y pastoriles enraizados en las duras tierras portuguesas de Trás-os-Montes, Torga sólo utiliza la anécdota para acercarse mejor a lo esencial: lo que importa en estas pequeñas disecciones de la grandeza y miseria del alma humana es lo que nos llega a lo más hondo, lo que nos identifica a los hombres, más allá de nuestras diferencias individuales.Pero Torga, gran patriarca de las letras portuguesas, ha sido siempre un humanista. Estos «bichos» que protagonizan sus relatos son imágenes retocadas de nosotros mismos y resultan, en fin de cuentas, vulnerables y humanos, conmovedores y complejos.Este libro es un homenaje al supremo poder de la literatura para imaginar el mundo y darle forma."
